crime_code,year,latitude,longitude
99,1234,55.5432,12.9483
99,1234,55.5432,13.0948
99,1234,55.5434,12.9566
99,1234,55.5435,13.0907
99,1234,55.5436,13.0853
99,1234,55.5439,12.9387
99,1234,55.544,13.0828
99,1234,55.544,13.0876
99,1234,55.5441,13.0068
99,1234,55.5441,13.0869
99,1234,55.5441,13.0974
99,1234,55.5442,12.9491
99,1234,55.5442,13.0517
99,1234,55.5444,13.0536
99,1234,55.5444,13.0894
99,1234,55.5444,13.1089
99,1234,55.5445,13.0912
99,1234,55.5445,13.0964
99,1234,55.5446,12.9425
99,1234,55.5446,12.9469
99,1234,55.5446,13.0245
99,1234,55.5447,12.9424
99,1234,55.5447,13.1018
99,1234,55.5448,12.9368
99,1234,55.5448,13.0901
99,1234,55.5448,13.1045
99,1234,55.5449,13.1053
99,1234,55.5449,13.1084
99,1234,55.545,13.1089
99,1234,55.5451,13.0852
99,1234,55.5451,13.0887
99,1234,55.5452,13.0448
99,1234,55.5452,13.0986
99,1234,55.5452,13.1026
99,1234,55.5453,13.093
99,1234,55.5453,13.098
99,1234,55.5453,13.0981
99,1234,55.5453,13.1056
99,1234,55.5453,13.1111
99,1234,55.5454,13.1059
99,1234,55.5454,13.1062
99,1234,55.5455,13.0882
99,1234,55.5455,13.1008
99,1234,55.5455,13.1059
99,1234,55.5456,13.0929
99,1234,55.5456,13.1046
99,1234,55.5457,13.1045
99,1234,55.5457,13.1061
99,1234,55.5458,13.1065
99,1234,55.5458,13.1083
99,1234,55.5458,13.115
99,1234,55.5459,13.097
99,1234,55.5459,13.1095
99,1234,55.546,13.0859
99,1234,55.546,13.1028
99,1234,55.546,13.1067
99,1234,55.5461,13.0565
99,1234,55.5461,13.1174
99,1234,55.5462,13.0861
99,1234,55.5462,13.1021
99,1234,55.5462,13.1054
99,1234,55.5464,13.0507
99,1234,55.5464,13.0992
99,1234,55.5464,13.1034
99,1234,55.5465,13.1032
99,1234,55.5465,13.1066
99,1234,55.5465,13.1175
99,1234,55.5466,13.1051
99,1234,55.5466,13.109
99,1234,55.5467,13.0888
99,1234,55.5467,13.0889
99,1234,55.5467,13.097
99,1234,55.5467,13.099
99,1234,55.5467,13.1054
99,1234,55.5467,13.1069
99,1234,55.5467,13.117
99,1234,55.5468,13.0902
99,1234,55.5468,13.0957
99,1234,55.5468,13.112
99,1234,55.5468,13.1151
99,1234,55.5469,13.0952
99,1234,55.5469,13.1013
99,1234,55.5469,13.1045
99,1234,55.5469,13.1098
99,1234,55.5469,13.1105
99,1234,55.5469,13.1128
99,1234,55.547,13.0678
99,1234,55.547,13.0831
99,1234,55.547,13.1043
99,1234,55.547,13.1092
99,1234,55.547,13.1182
99,1234,55.547,13.1213
99,1234,55.5471,12.936
99,1234,55.5471,13.1054
99,1234,55.5471,13.1061
99,1234,55.5471,13.108
99,1234,55.5472,13.0964
99,1234,55.5472,13.1148
99,1234,55.5473,13.0425
99,1234,55.5473,13.073
99,1234,55.5473,13.0899
99,1234,55.5474,13.1016
99,1234,55.5475,13.0864
99,1234,55.5475,13.0972
99,1234,55.5476,13.032
99,1234,55.5476,13.1033
99,1234,55.5476,13.1086
99,1234,55.5477,13.0951
99,1234,55.5477,13.0961
99,1234,55.5477,13.097
99,1234,55.5477,13.121
99,1234,55.5478,13.0996
99,1234,55.5478,13.1029
99,1234,55.5478,13.1048
99,1234,55.5478,13.1062
99,1234,55.5478,13.1066
99,1234,55.5478,13.1112
99,1234,55.5478,13.1124
99,1234,55.5478,13.1129
99,1234,55.5478,13.1181
99,1234,55.5479,12.9822
99,1234,55.5479,13.0439
99,1234,55.5479,13.0973
99,1234,55.5479,13.1037
99,1234,55.5479,13.1093
99,1234,55.5479,13.1247
99,1234,55.548,13.0989
99,1234,55.548,13.1022
99,1234,55.548,13.1042
99,1234,55.5481,13.1065
99,1234,55.5481,13.1124
99,1234,55.5481,13.136
99,1234,55.5482,13.1097
99,1234,55.5482,13.113
99,1234,55.5482,13.1365
99,1234,55.5483,13.0656
99,1234,55.5483,13.0853
99,1234,55.5483,13.0978
99,1234,55.5483,13.106
99,1234,55.5483,13.1099
99,1234,55.5484,13.0771
99,1234,55.5484,13.0982
99,1234,55.5484,13.1045
99,1234,55.5484,13.1075
99,1234,55.5484,13.1079
99,1234,55.5485,13.1136
99,1234,55.5486,13.0953
99,1234,55.5486,13.1029
99,1234,55.5486,13.1039
99,1234,55.5486,13.1092
99,1234,55.5486,13.1099
99,1234,55.5486,13.1106
99,1234,55.5486,13.1158
99,1234,55.5487,13.0725
99,1234,55.5487,13.0882
99,1234,55.5487,13.0975
99,1234,55.5487,13.1011
99,1234,55.5487,13.1071
99,1234,55.5487,13.1091
99,1234,55.5487,13.1107
99,1234,55.5487,13.1151
99,1234,55.5488,13.0879
99,1234,55.5488,13.1001
99,1234,55.5488,13.1008
99,1234,55.5488,13.104
99,1234,55.5488,13.1123
99,1234,55.5489,13.0937
99,1234,55.5489,13.0942
99,1234,55.5489,13.0975
99,1234,55.5489,13.1027
99,1234,55.5489,13.1036
99,1234,55.5489,13.1062
99,1234,55.5489,13.1066
99,1234,55.5489,13.1378
99,1234,55.549,13.0994
99,1234,55.549,13.1081
99,1234,55.549,13.1106
99,1234,55.5491,13.089
99,1234,55.5491,13.0996
99,1234,55.5491,13.1026
99,1234,55.5491,13.108
99,1234,55.5491,13.1089
99,1234,55.5491,13.1089
99,1234,55.5492,13.0865
99,1234,55.5492,13.0954
99,1234,55.5492,13.1089
99,1234,55.5492,13.1135
99,1234,55.5492,13.1154
99,1234,55.5492,13.1157
99,1234,55.5493,13.1021
99,1234,55.5493,13.1048
99,1234,55.5493,13.1058
99,1234,55.5493,13.1058
99,1234,55.5493,13.1082
99,1234,55.5493,13.1098
99,1234,55.5493,13.1103
99,1234,55.5493,13.1137
99,1234,55.5494,13.0853
99,1234,55.5494,13.0937
99,1234,55.5494,13.1021
99,1234,55.5494,13.1053
99,1234,55.5494,13.1107
99,1234,55.5494,13.1158
99,1234,55.5495,13.0739
99,1234,55.5495,13.1058
99,1234,55.5495,13.1064
99,1234,55.5495,13.1089
99,1234,55.5495,13.1129
99,1234,55.5496,13.1079
99,1234,55.5496,13.1079
99,1234,55.5497,13.1049
99,1234,55.5497,13.1079
99,1234,55.5497,13.1086
99,1234,55.5497,13.1089
99,1234,55.5497,13.1093
99,1234,55.5497,13.1114
99,1234,55.5497,13.113
99,1234,55.5497,13.1154
99,1234,55.5498,12.9256
99,1234,55.5498,13.1001
99,1234,55.5498,13.1038
99,1234,55.5498,13.1043
99,1234,55.5498,13.1046
99,1234,55.5498,13.1079
99,1234,55.5498,13.1091
99,1234,55.5498,13.1093
99,1234,55.5498,13.1142
99,1234,55.5499,13.0927
99,1234,55.5499,13.0949
99,1234,55.5499,13.104
99,1234,55.5499,13.107
99,1234,55.5499,13.1086
99,1234,55.5499,13.1091
99,1234,55.5499,13.1096
99,1234,55.5499,13.1101
99,1234,55.5499,13.1156
99,1234,55.5499,13.1204
99,1234,55.55,12.9298
99,1234,55.55,13.0874
99,1234,55.55,13.1061
99,1234,55.55,13.1082
99,1234,55.55,13.1092
99,1234,55.55,13.1094
99,1234,55.55,13.1098
99,1234,55.55,13.1102
99,1234,55.55,13.1175
99,1234,55.5501,12.9346
99,1234,55.5501,13.0958
99,1234,55.5501,13.104
99,1234,55.5501,13.1056
99,1234,55.5501,13.1061
99,1234,55.5501,13.1068
99,1234,55.5501,13.1093
99,1234,55.5502,13.1072
99,1234,55.5502,13.1072
99,1234,55.5502,13.1077
99,1234,55.5502,13.1084
99,1234,55.5502,13.1096
99,1234,55.5503,13.1063
99,1234,55.5503,13.1064
99,1234,55.5503,13.1089
99,1234,55.5503,13.115
99,1234,55.5503,13.1375
99,1234,55.5504,12.9733
99,1234,55.5504,13.0869
99,1234,55.5504,13.0999
99,1234,55.5504,13.1002
99,1234,55.5504,13.1009
99,1234,55.5504,13.1031
99,1234,55.5504,13.1034
99,1234,55.5504,13.1061
99,1234,55.5504,13.1088
99,1234,55.5505,12.9808
99,1234,55.5505,13.0868
99,1234,55.5505,13.0909
99,1234,55.5505,13.104
99,1234,55.5505,13.1048
99,1234,55.5505,13.1107
99,1234,55.5505,13.1109
99,1234,55.5505,13.1178
99,1234,55.5506,13.1047
99,1234,55.5506,13.1052
99,1234,55.5506,13.1053
99,1234,55.5506,13.107
99,1234,55.5506,13.1072
99,1234,55.5506,13.1079
99,1234,55.5506,13.1132
99,1234,55.5507,12.9794
99,1234,55.5507,13.0797
99,1234,55.5507,13.0923
99,1234,55.5507,13.102
99,1234,55.5507,13.1083
99,1234,55.5507,13.1097
99,1234,55.5507,13.111
99,1234,55.5507,13.112
99,1234,55.5508,13.0973
99,1234,55.5508,13.0977
99,1234,55.5508,13.104
99,1234,55.5508,13.1088
99,1234,55.5508,13.1093
99,1234,55.5508,13.1099
99,1234,55.5508,13.1118
99,1234,55.5509,12.9234
99,1234,55.5509,13.0798
99,1234,55.5509,13.1044
99,1234,55.5509,13.108
99,1234,55.5509,13.1098
99,1234,55.5509,13.1137
99,1234,55.5509,13.1175
99,1234,55.551,13.0868
99,1234,55.551,13.091
99,1234,55.551,13.0977
99,1234,55.551,13.1023
99,1234,55.551,13.1068
99,1234,55.551,13.1082
99,1234,55.551,13.1113
99,1234,55.551,13.1116
99,1234,55.5511,12.9243
99,1234,55.5511,13.0821
99,1234,55.5511,13.1017
99,1234,55.5511,13.1047
99,1234,55.5511,13.1057
99,1234,55.5511,13.1058
99,1234,55.5511,13.1063
99,1234,55.5511,13.1071
99,1234,55.5511,13.1102
99,1234,55.5511,13.1115
99,1234,55.5511,13.1207
99,1234,55.5512,13.1079
99,1234,55.5512,13.1091
99,1234,55.5512,13.1174
99,1234,55.5513,13.0881
99,1234,55.5513,13.1077
99,1234,55.5513,13.1087
99,1234,55.5513,13.1212
99,1234,55.5514,13.1057
99,1234,55.5514,13.1087
99,1234,55.5514,13.1095
99,1234,55.5514,13.1097
99,1234,55.5514,13.114
99,1234,55.5514,13.1359
99,1234,55.5515,12.9231
99,1234,55.5515,13.0834
99,1234,55.5515,13.1059
99,1234,55.5515,13.1067
99,1234,55.5515,13.1096
99,1234,55.5516,12.9303
99,1234,55.5516,13.0485
99,1234,55.5516,13.105
99,1234,55.5516,13.1055
99,1234,55.5516,13.1089
99,1234,55.5516,13.1096
99,1234,55.5516,13.1101
99,1234,55.5516,13.1154
99,1234,55.5517,13.0821
99,1234,55.5517,13.0855
99,1234,55.5517,13.1066
99,1234,55.5517,13.1086
99,1234,55.5517,13.1111
99,1234,55.5517,13.1138
99,1234,55.5517,13.1165
99,1234,55.5518,13.099
99,1234,55.5518,13.1064
99,1234,55.5518,13.107
99,1234,55.5518,13.1076
99,1234,55.5518,13.116
99,1234,55.5518,13.1194
99,1234,55.5518,13.1203
99,1234,55.5519,13.0806
99,1234,55.5519,13.0918
99,1234,55.5519,13.0958
99,1234,55.5519,13.1052
99,1234,55.5519,13.1076
99,1234,55.5519,13.109
99,1234,55.5519,13.11
99,1234,55.5519,13.1102
99,1234,55.5519,13.1173
99,1234,55.5519,13.1358
99,1234,55.552,12.9229
99,1234,55.552,13.0904
99,1234,55.552,13.1057
99,1234,55.552,13.1062
99,1234,55.552,13.1063
99,1234,55.552,13.1067
99,1234,55.552,13.1081
99,1234,55.552,13.1129
99,1234,55.552,13.134
99,1234,55.5521,13.1058
99,1234,55.5521,13.1074
99,1234,55.5521,13.1088
99,1234,55.5521,13.1103
99,1234,55.5521,13.119
99,1234,55.5521,13.124
99,1234,55.5522,13.0818
99,1234,55.5522,13.1021
99,1234,55.5522,13.1059
99,1234,55.5522,13.1064
99,1234,55.5522,13.1064
99,1234,55.5522,13.1142
99,1234,55.5522,13.1144
99,1234,55.5522,13.1231
99,1234,55.5523,13.1046
99,1234,55.5523,13.1047
99,1234,55.5523,13.1071
99,1234,55.5523,13.1075
99,1234,55.5523,13.1085
99,1234,55.5523,13.1091
99,1234,55.5523,13.1253
99,1234,55.5524,13.0567
99,1234,55.5524,13.1033
99,1234,55.5524,13.1054
99,1234,55.5524,13.108
99,1234,55.5524,13.1201
99,1234,55.5524,13.122
99,1234,55.5525,12.9595
99,1234,55.5525,13.0882
99,1234,55.5526,13.0823
99,1234,55.5526,13.1076
99,1234,55.5526,13.1082
99,1234,55.5526,13.1087
99,1234,55.5526,13.1161
99,1234,55.5526,13.1349
99,1234,55.5526,13.1376
99,1234,55.5527,13.0603
99,1234,55.5527,13.0818
99,1234,55.5527,13.1072
99,1234,55.5528,13.0882
99,1234,55.5528,13.1075
99,1234,55.5528,13.1088
99,1234,55.5528,13.11
99,1234,55.5528,13.1187
99,1234,55.5529,12.9272
99,1234,55.5529,13.0928
99,1234,55.5529,13.1059
99,1234,55.5529,13.106
99,1234,55.5529,13.1068
99,1234,55.5529,13.1085
99,1234,55.5529,13.1104
99,1234,55.5529,13.1144
99,1234,55.5529,13.1326
99,1234,55.553,13.08
99,1234,55.553,13.1182
99,1234,55.5531,13.0586
99,1234,55.5531,13.1113
99,1234,55.5531,13.1124
99,1234,55.5532,13.0809
99,1234,55.5532,13.1063
99,1234,55.5532,13.1096
99,1234,55.5533,12.9378
99,1234,55.5533,13.0743
99,1234,55.5533,13.0785
99,1234,55.5533,13.1065
99,1234,55.5533,13.109
99,1234,55.5533,13.1131
99,1234,55.5534,13.0886
99,1234,55.5534,13.1053
99,1234,55.5534,13.1057
99,1234,55.5534,13.11
99,1234,55.5534,13.1117
99,1234,55.5535,12.9279
99,1234,55.5535,13.0763
99,1234,55.5535,13.1078
99,1234,55.5535,13.1084
99,1234,55.5535,13.1089
99,1234,55.5535,13.1102
99,1234,55.5535,13.1108
99,1234,55.5536,12.9366
99,1234,55.5536,12.959
99,1234,55.5536,13.0756
99,1234,55.5536,13.0919
99,1234,55.5536,13.1053
99,1234,55.5536,13.1084
99,1234,55.5536,13.1084
99,1234,55.5536,13.1201
99,1234,55.5537,12.9833
99,1234,55.5537,13.0744
99,1234,55.5537,13.1053
99,1234,55.5537,13.1082
99,1234,55.5537,13.1082
99,1234,55.5537,13.1088
99,1234,55.5537,13.1094
99,1234,55.5537,13.1136
99,1234,55.5537,13.1199
99,1234,55.5537,13.1307
99,1234,55.5537,13.1349
99,1234,55.5538,12.9288
99,1234,55.5538,13.0424
99,1234,55.5538,13.0899
99,1234,55.5538,13.1089
99,1234,55.5538,13.1096
99,1234,55.5539,13.0776
99,1234,55.5539,13.1062
99,1234,55.5539,13.1094
99,1234,55.5539,13.1308
99,1234,55.554,12.9288
99,1234,55.554,13.0782
99,1234,55.554,13.0912
99,1234,55.554,13.0947
99,1234,55.554,13.1077
99,1234,55.554,13.1085
99,1234,55.554,13.1121
99,1234,55.554,13.1159
99,1234,55.5541,12.9326
99,1234,55.5541,13.0463
99,1234,55.5541,13.105
99,1234,55.5541,13.1074
99,1234,55.5541,13.1076
99,1234,55.5541,13.1082
99,1234,55.5541,13.1097
99,1234,55.5541,13.1126
99,1234,55.5541,13.119
99,1234,55.5541,13.1198
99,1234,55.5542,13.0754
99,1234,55.5542,13.0773
99,1234,55.5542,13.0805
99,1234,55.5542,13.1049
99,1234,55.5542,13.1052
99,1234,55.5542,13.1065
99,1234,55.5542,13.1102
99,1234,55.5542,13.1178
99,1234,55.5543,13.0459
99,1234,55.5543,13.0849
99,1234,55.5543,13.0913
99,1234,55.5543,13.1105
99,1234,55.5543,13.1135
99,1234,55.5544,12.9216
99,1234,55.5544,13.0762
99,1234,55.5544,13.0781
99,1234,55.5544,13.0791
99,1234,55.5544,13.0858
99,1234,55.5544,13.0879
99,1234,55.5544,13.092
99,1234,55.5544,13.1095
99,1234,55.5544,13.1097
99,1234,55.5544,13.111
99,1234,55.5544,13.1162
99,1234,55.5544,13.1197
99,1234,55.5545,12.9323
99,1234,55.5545,13.0492
99,1234,55.5545,13.0862
99,1234,55.5545,13.1061
99,1234,55.5545,13.1069
99,1234,55.5545,13.1099
99,1234,55.5545,13.1168
99,1234,55.5545,13.1212
99,1234,55.5546,12.9358
99,1234,55.5546,13.0743
99,1234,55.5546,13.0892
99,1234,55.5546,13.0905
99,1234,55.5546,13.0951
99,1234,55.5546,13.1066
99,1234,55.5546,13.1094
99,1234,55.5546,13.1155
99,1234,55.5546,13.1315
99,1234,55.5546,13.1326
99,1234,55.5547,12.9308
99,1234,55.5547,13.0905
99,1234,55.5547,13.0942
99,1234,55.5547,13.1095
99,1234,55.5547,13.1096
99,1234,55.5547,13.117
99,1234,55.5547,13.1195
99,1234,55.5547,13.1204
99,1234,55.5547,13.1218
99,1234,55.5547,13.1313
99,1234,55.5548,12.9371
99,1234,55.5548,13.0865
99,1234,55.5548,13.0893
99,1234,55.5548,13.1061
99,1234,55.5548,13.1104
99,1234,55.5548,13.1193
99,1234,55.5548,13.1232
99,1234,55.5548,13.1292
99,1234,55.5549,12.9264
99,1234,55.5549,13.0522
99,1234,55.5549,13.0865
99,1234,55.5549,13.0954
99,1234,55.5549,13.1212
99,1234,55.5549,13.1329
99,1234,55.555,12.9288
99,1234,55.555,13.0042
99,1234,55.555,13.0399
99,1234,55.555,13.0974
99,1234,55.555,13.1107
99,1234,55.555,13.1171
99,1234,55.555,13.126
99,1234,55.555,13.1308
99,1234,55.555,13.1363
99,1234,55.5551,13.1044
99,1234,55.5551,13.1061
99,1234,55.5551,13.1206
99,1234,55.5552,12.9674
99,1234,55.5552,13.0881
99,1234,55.5552,13.1047
99,1234,55.5552,13.1068
99,1234,55.5552,13.108
99,1234,55.5552,13.1211
99,1234,55.5553,12.9569
99,1234,55.5553,13.0447
99,1234,55.5553,13.084
99,1234,55.5553,13.0939
99,1234,55.5553,13.1072
99,1234,55.5553,13.1166
99,1234,55.5553,13.1171
99,1234,55.5553,13.1187
99,1234,55.5554,13.0749
99,1234,55.5554,13.0752
99,1234,55.5554,13.1213
99,1234,55.5554,13.1213
99,1234,55.5555,12.9588
99,1234,55.5555,13.0499
99,1234,55.5555,13.0859
99,1234,55.5555,13.0891
99,1234,55.5555,13.11
99,1234,55.5555,13.1221
99,1234,55.5555,13.1242
99,1234,55.5556,13.0277
99,1234,55.5556,13.0877
99,1234,55.5556,13.1092
99,1234,55.5556,13.1094
99,1234,55.5556,13.1144
99,1234,55.5556,13.1262
99,1234,55.5557,13.0871
99,1234,55.5557,13.1165
